,fips,state_name,hospital_name,hospital_type,hq_address,hq_city,hq_state,latitude,longtitude
3828,48479.0,Texas,Laredo Medical Center,Short Term Acute Care Hospital,1700 E Saunders St,Laredo,TX,27.532487700000047,-99.4779812
3829,48479.0,Texas,Doctors Hospital of Laredo,Short Term Acute Care Hospital,10700 Mcpherson Rd,Laredo,TX,27.606973200000027,-99.47855529999998
3830,48481.0,Texas,El Campo Memorial Hospital,Short Term Acute Care Hospital,303 Sandy Corner Rd,El Campo,TX,29.219064700000047,-96.290957
3831,48483.0,Texas,Parkview Hospital,Critical Access Hospital,901 S Sweetwater,Wheeler,TX,35.43948840000007,-100.27032359999998
3832,48485.0,Texas,Electra Memorial Hospital,Critical Access Hospital,1207 S Bailey St,Electra,TX,34.01905590000007,-98.924405
3833,48485.0,Texas,Kell West Regional Hospital,Short Term Acute Care Hospital,5420 Kell Blvd,Wichita Falls,TX,33.873002,-98.58019
3834,48485.0,Texas,United Regional Health Care System (FKA United Regional Medical Center),Short Term Acute Care Hospital,1600 11th St,Wichita Falls,TX,33.90281410000006,-98.50160549999998
3835,48487.0,Texas,Wilbarger General Hospital,Short Term Acute Care Hospital,920 Hillcrest Dr,Vernon,TX,34.159,-99.3131
3836,48491.0,Texas,St Davids Round Rock Medical Center,Short Term Acute Care Hospital,2400 Round Rock Ave,Round Rock,TX,30.51113730000003,-97.71434549999998
3837,48491.0,Texas,Baylor Scott & White Medical Center - Taylor (FKA Johns Community Hospital),Critical Access Hospital,305 Mallard Ln,Taylor,TX,30.59106170000007,-97.41528039999996
3838,48491.0,Texas,Baylor Scott & White Medical Center - Round Rock,Short Term Acute Care Hospital,300 University Blvd,Round Rock,TX,30.56344370000005,-97.68461949999994
3839,48491.0,Texas,Ascension Seton Williamson (FKA Seton Medical Center Williamson),Short Term Acute Care Hospital,201 Seton Pkwy,Round Rock,TX,30.567069900000035,-97.6512507
3840,48491.0,Texas,Cedar Park Regional Medical Center,Short Term Acute Care Hospital,1401 Medical Pkwy,Cedar Park,TX,30.532172100000025,-97.811711
3841,48493.0,Texas,Connally Memorial Medical Center,Short Term Acute Care Hospital,499 10th St,Floresville,TX,29.15884520000003,-98.1741909
3842,48497.0,Texas,Wise Health System - East Campus,Short Term Acute Care Hospital,609 Medical Center Dr,Decatur,TX,33.21717290000004,-97.59440069999994
3843,48499.0,Texas,CHRISTUS Mother Frances Hospital - Winnsboro,Critical Access Hospital,719 W Coke Rd,Winnsboro,TX,32.945119900000066,-95.307328
3844,48499.0,Texas,UT Health Quitman (FKA East Texas Medical Center - Quitman),Critical Access Hospital,117 N Winnsboro St,Quitman,TX,32.795982700000025,-95.44547859999994
3845,48503.0,Texas,Graham Regional Medical Center,Short Term Acute Care Hospital,1301 Montgomery Rd,Graham,TX,33.0898,-98.5844
3846,49001.0,Utah,Beaver Valley Hospital,Critical Access Hospital,1109 N 100 W,Beaver,UT,38.28880960000004,-112.64358839999994
3847,49003.0,Utah,Bear River Valley Hospital,Short Term Acute Care Hospital,905 N 1000 W,Tremonton,UT,41.72436970000007,-112.18195219999996
3848,49003.0,Utah,Brigham City Community Hospital,Short Term Acute Care Hospital,950 Medical Dr,Brigham City,UT,41.490839,-112.025142
3849,49005.0,Utah,Logan Regional Hospital,Short Term Acute Care Hospital,500 E 1400 N,Logan,UT,41.75567240000004,-111.82211809999995
3850,49005.0,Utah,Cache Valley Hospital,Short Term Acute Care Hospital,2380 N 400 E,North Logan,UT,41.77576510000006,-111.821316
3851,49007.0,Utah,Castleview Hospital,Short Term Acute Care Hospital,300 N Hospital Dr,Price,UT,39.60529170000007,-110.832847
3852,49011.0,Utah,Davis Hospital and Medical Center,Short Term Acute Care Hospital,1600 W Antelope Dr,Layton,UT,41.090950700000064,-111.99572619999998
3853,49011.0,Utah,Lakeview Hospital,Short Term Acute Care Hospital,630 Medical Dr,Bountiful,UT,40.885915,-111.869012
3854,49013.0,Utah,Uintah Basin Medical Center,Short Term Acute Care Hospital,250 W 300 N,Roosevelt,UT,40.30440760000005,-109.9963939
3855,49017.0,Utah,Garfield Memorial Hospital,Critical Access Hospital,200 N 400 E,Panguitch,UT,37.82439730000005,-112.42785259999994
3856,49021.0,Utah,Cedar City Hospital (FKA Valley View Medical Center),Short Term Acute Care Hospital,1303 N Main St,Cedar City,UT,37.69982850000008,-113.06653789999996
3857,49023.0,Utah,Central Valley Medical Center - CAH,Critical Access Hospital,48 W 1500 N,Nephi,UT,39.73139180000004,-111.83757519999996
3858,49027.0,Utah,Delta Community Hospital (FKA Delta Community Medical Center),Critical Access Hospital,126 White Sage Ave,Delta,UT,39.35009384200004,-112.56101226799996
3859,49027.0,Utah,Fillmore Community Hospital (FKA Fillmore Community Medical Center),Critical Access Hospital,674 S Highway 99,Fillmore,UT,38.95418630000006,-112.339623
3860,49035.0,Utah,Riverton Hospital,Short Term Acute Care Hospital,3741 W 12600 S,Riverton,UT,40.52217960000007,-111.9801235
3861,49035.0,Utah,Primary Childrens Hospital,Childrens Hospital,100 N Mario Capecchi Dr,Salt Lake City,UT,40.77068720000005,-111.8383586
3862,49035.0,Utah,VA Salt Lake City Health Care System - George E Wahlen Department of Veterans Affairs Medical Center,VA Hospital,500 Foothill Dr,Salt Lake City,UT,40.75778360000004,-111.84094019999998
3863,49035.0,Utah,Alta View Hospital,Short Term Acute Care Hospital,9660 S 1300 E,Sandy,UT,40.57607560000002,-111.85406389999996
3864,49035.0,Utah,St Marks Hospital,Short Term Acute Care Hospital,1200 E 3900 S,Salt Lake City,UT,40.68611190000007,-111.856901
3865,49035.0,Utah,The Orthopedic Specialty Hospital (AKA TOSH),Short Term Acute Care Hospital,5848 S 300 E,Murray,UT,40.6409,-111.883
3866,49035.0,Utah,Jordan Valley Medical Center,Short Term Acute Care Hospital,3580 W 9000 S,West Jordan,UT,40.59007920000005,-111.97455429999997
3867,49035.0,Utah,University of Utah Hospital,Short Term Acute Care Hospital,50 N Medical Dr,Salt Lake City,UT,40.77169560000005,-111.836808
3868,49035.0,Utah,Intermountain Medical Center,Short Term Acute Care Hospital,5121 S Cottonwood St,Murray,UT,40.6592,-111.8921
3869,49035.0,Utah,LDS Hospital,Short Term Acute Care Hospital,8th Ave & C St,Salt Lake City,UT,40.77849810000004,-111.88054689999996
3870,49035.0,Utah,Salt Lake Regional Medical Center,Short Term Acute Care Hospital,1050 E South Temple,Salt Lake City,UT,40.76777560000005,-111.86112879999996
3871,49037.0,Utah,Blue Mountain Hospital,Critical Access Hospital,802 S 200 W,Blanding,UT,37.6134,-109.4815
3872,49037.0,Utah,San Juan Hospital,Critical Access Hospital,380 W 100 N,Monticello,UT,37.874512,-109.349694
3873,49039.0,Utah,Sanpete Valley Hospital,Critical Access Hospital,1100 S Medical Dr,Mount Pleasant,UT,39.531353600000045,-111.46104329999996
3874,49039.0,Utah,Gunnison Valley Hospital,Critical Access Hospital,64 E 100 N St,Gunnison,UT,39.156,-111.8148
3875,49041.0,Utah,Sevier Valley Hospital,Short Term Acute Care Hospital,1000 N Main St,Richfield,UT,38.781512,-112.084658
3876,49043.0,Utah,Park City Hospital (FKA Park City Medical Center),Short Term Acute Care Hospital,900 Round Valley Dr,Park City,UT,40.68769280000004,-111.46941619999996
3877,49045.0,Utah,Mountain West Medical Center,Short Term Acute Care Hospital,2055 N Main St,Tooele,UT,40.566629600000056,-112.29758839999994
3878,49047.0,Utah,Ashley Regional Medical Center,Short Term Acute Care Hospital,150 W 100 N,Vernal,UT,40.457758400000046,-109.53159389999996
3879,49049.0,Utah,American Fork Hospital,Short Term Acute Care Hospital,170 N 1100 E,American Fork,UT,40.38042390000004,-111.76718369999998
3880,49049.0,Utah,Timpanogos Regional Hospital,Short Term Acute Care Hospital,750 W 800 N,Orem,UT,40.31206720000006,-111.71387519999996
3881,49049.0,Utah,Orem Community Hospital,Short Term Acute Care Hospital,331 N 400 W,Orem,UT,40.30339950000007,-111.70554869999997
3882,49049.0,Utah,Mountain View Hospital,Short Term Acute Care Hospital,1000 E 100 N,Payson,UT,40.04403250000007,-111.71423519999996
3883,49049.0,Utah,Utah Valley Hospital,Short Term Acute Care Hospital,1034 N 500 W,Provo,UT,40.24795720000003,-111.66577049999997
3884,49051.0,Utah,Heber Valley Hospital (FKA Heber Valley Medical Center),Critical Access Hospital,1485 S Highway 40,Heber City,UT,40.49027210000003,-111.40681889999996
3885,49053.0,Utah,St George Regional Hospital (FKA Dixie Regional Medical Center),Short Term Acute Care Hospital,1380 E Medical Center Dr,Saint George,UT,37.09680170000007,-113.55397069999998
3886,49057.0,Utah,McKay-Dee Hospital,Short Term Acute Care Hospital,4401 Harrison Blvd,Ogden,UT,41.183898,-111.95495059999996
3887,49057.0,Utah,Ogden Regional Medical Center,Short Term Acute Care Hospital,5475 S 500 E,Ogden,UT,41.1643,-111.969
3888,50001.0,Vermont,Porter Medical Center,Critical Access Hospital,115 Porter Dr,Middlebury,VT,43.999714,-73.168526
3889,50003.0,Vermont,Southwestern Vermont Medical Center,Short Term Acute Care Hospital,100 Hospital Dr,Bennington,VT,42.87397,-73.207393
3890,50005.0,Vermont,Northeastern Vermont Regional Hospital,Critical Access Hospital,1315 Hospital Dr,St Johnsbury,VT,44.445764300000064,-72.00969789999994
3891,50007.0,Vermont,The University of Vermont Medical Center (FKA Fletcher Allen Health Care Hospital),Short Term Acute Care Hospital,111 Colchester Ave,Burlington,VT,44.47974750000003,-73.19400859999996
3892,50011.0,Vermont,Northwestern Medical Center,Short Term Acute Care Hospital,133 Fairfield St,Saint Albans,VT,44.807652,-73.072328
3893,50015.0,Vermont,Copley Hospital,Critical Access Hospital,528 Washington Hwy,Morrisville,VT,44.55416790000004,-72.59234369999996
3894,50017.0,Vermont,Gifford Medical Center,Critical Access Hospital,44 S Main St,Randolph,VT,43.91648650000008,-72.66535369999997
3895,50019.0,Vermont,North Country Hospital and Health Center,Critical Access Hospital,189 Prouty Dr,Newport,VT,44.95575710000003,-72.200386
3896,50021.0,Vermont,Rutland Regional Medical Center,Short Term Acute Care Hospital,160 Allen St,Rutland,VT,43.59833530000003,-72.95509939999994
3897,50023.0,Vermont,Central Vermont Medical Center,Short Term Acute Care Hospital,130 Fisher Rd,Berlin,VT,44.22023740000003,-72.56087029999998
3898,50025.0,Vermont,Brattleboro Memorial Hospital,Short Term Acute Care Hospital,17 Belmont Ave,Brattleboro,VT,42.84333310000005,-72.56558889999997
3899,50025.0,Vermont,Grace Cottage Hospital,Critical Access Hospital,185 Grafton Road,Townshend,VT,43.04896640000004,-72.66824089999994
3900,50027.0,Vermont,White River Junction VA Medical Center,VA Hospital,163 Veterans Dr,White River Junction,VT,43.654838,-72.378564
3901,50027.0,Vermont,Mt Ascutney Hospital and Health Center,Critical Access Hospital,289 County Rd,Windsor,VT,43.487438,-72.40286989999998
3902,50027.0,Vermont,Springfield Hospital,Critical Access Hospital,25 Ridgewood Rd,Springfield,VT,43.29803,-72.494709
3903,51003.0,Virginia,Sentara Martha Jefferson Hospital,Short Term Acute Care Hospital,500 Martha Jefferson Dr,Charlottesville,VA,38.02246790000004,-78.444465
3904,51005.0,Virginia,LewisGale Hospital Alleghany,Short Term Acute Care Hospital,1 ARH Ln,Low Moor,VA,37.79193440000006,-79.88095809999999
3905,51013.0,Virginia,Virginia Hospital Center - Arlington,Short Term Acute Care Hospital,1701 N George Mason Dr,Arlington,VA,38.88907550000005,-77.12748319999997
3906,51015.0,Virginia,Augusta Health,Short Term Acute Care Hospital,78 Medical Center Dr,Fishersville,VA,38.09449250000006,-78.98645809999994
3907,51017.0,Virginia,Bath Community Hospital,Critical Access Hospital,106 Park Dr,Hot Springs,VA,37.9927,-79.8318
3908,51027.0,Virginia,Buchanan General Hospital,Short Term Acute Care Hospital,1535 Slate Creek Rd,Grundy,VA,37.28585390000006,-82.06072349999994
3909,51041.0,Virginia,Johnston-Willis Hospital,Short Term Acute Care Hospital,1401 Johnston Willis Dr,Richmond,VA,37.521339400000045,-77.57340479999993
3910,51041.0,Virginia,St Francis Medical Center,Short Term Acute Care Hospital,13710 St Francis Blvd,Midlothian,VA,37.4667,-77.6592
3911,51047.0,Virginia,Novant Health UVA Health System Culpeper Medical Center,Short Term Acute Care Hospital,501 Sunset Ln,Culpeper,VA,38.455683,-78.013588
3912,51051.0,Virginia,Dickenson Community Hospital,Critical Access Hospital,312 Hospital Dr,Clintwood,VA,37.16071380000005,-82.44924909999997
3913,51057.0,Virginia,VCU Health Tappahannock Hospital (FKA Riverside Tappahannock Hospital),Short Term Acute Care Hospital,618 Hospital Rd,Tappahannock,VA,37.90093280000008,-76.878917
3914,51059.0,Virginia,Inova Fair Oaks Hospital,Short Term Acute Care Hospital,3600 Joseph Siewick Dr,Fairfax,VA,38.88412210000007,-77.38006079999997
3915,51059.0,Virginia,Reston Hospital Center,Short Term Acute Care Hospital,1850 Town Center Pkwy,Reston,VA,38.96231510000007,-77.36397509999995
3916,51059.0,Virginia,Inova Fairfax Hospital (AKA Inova Fairfax Medical Campus),Short Term Acute Care Hospital,3300 Gallows Rd,Falls Church,VA,38.86810540000005,-77.20027449999998
3917,51059.0,Virginia,Inova Mount Vernon Hospital,Short Term Acute Care Hospital,2501 Parkers Ln,Alexandria,VA,38.739746600000046,-77.07697519999994
3918,51061.0,Virginia,Fauquier Hospital (AKA Fauquier Health System),Short Term Acute Care Hospital,500 Hospital Dr,Warrenton,VA,38.71206910000007,-77.80866329999998
3919,51067.0,Virginia,Carilion Franklin Memorial Hospital,Short Term Acute Care Hospital,390 S Main St,Rocky Mount,VA,36.994150500000046,-79.89028849999994
3920,51071.0,Virginia,Carilion Giles Community Hospital,Critical Access Hospital,159 Hartley Way,Pearisburg,VA,37.33318270000007,-80.71295219999996
3921,51073.0,Virginia,Riverside Walter Reed Hospital,Short Term Acute Care Hospital,7519 Hospital Dr,Gloucester,VA,37.41925050000003,-76.54160989999997
3922,51083.0,Virginia,Sentara Halifax Regional Hospital,Short Term Acute Care Hospital,2204 Wilborn Ave,South Boston,VA,36.71247910000005,-78.91445539999995
3923,51085.0,Virginia,Memorial Regional Medical Center,Short Term Acute Care Hospital,8260 Atlee Rd,Mechanicsville,VA,37.62883810000005,-77.38818439999994
3924,51087.0,Virginia,St Marys Hospital,Short Term Acute Care Hospital,5801 Bremo Rd,Richmond,VA,37.58384190000004,-77.51325389999994
3925,51087.0,Virginia,Henrico Doctors Hospital,Short Term Acute Care Hospital,1602 Skipwith Rd,Richmond,VA,37.60404420000003,-77.54006129999993
3926,51199.0,Virginia,Sentara Williamsburg Regional Medical Center,Short Term Acute Care Hospital,100 Sentara Cir,Williamsburg,VA,37.33666380000005,-76.74106239999998
3927,51095.0,Virginia,Eastern State Hospital,Short Term Acute Care Hospital,4601 Ironbound Rd,Williamsburg,VA,37.29015520000007,-76.735283
3928,51103.0,Virginia,Rappahannock General Hospital,Critical Access Hospital,101 Harris Rd,Kilmarnock,VA,37.701476900000046,-76.386555
3929,51107.0,Virginia,Inova Loudoun Hospital,Short Term Acute Care Hospital,44045 Riverside Pkwy,Leesburg,VA,39.074045,-77.477535
3930,51117.0,Virginia,VCU Health Community Memorial Hospital (FKA Community Memorial Healthcenter),Short Term Acute Care Hospital,1755 N Mecklenburg Ave,South Hill,VA,36.760231,-78.188826
3931,51121.0,Virginia,LewisGale Hospital Montgomery,Short Term Acute Care Hospital,3700 S Main St,Blacksburg,VA,37.18805680000003,-80.41120119999994
3932,51121.0,Virginia,Carilion New River Valley Medical Center,Short Term Acute Care Hospital,2900 Lamb Cir,Christiansburg,VA,37.08885750000008,-80.505158
3933,51001.0,Virginia,Riverside Shore Memorial Hospital,Short Term Acute Care Hospital,20480 Market St,Onancock,VA,37.69919820000007,-75.72179909999994
3934,51135.0,Virginia,Piedmont Geriatric Hospital,Short Term Acute Care Hospital,5001 E Patrick Henry Hwy,Burkeville,VA,37.1929,-78.1752
3935,51139.0,Virginia,Page Memorial Hospital,Critical Access Hospital,200 Memorial Dr,Luray,VA,38.6638,-78.4696
3936,51147.0,Virginia,Centra Southside Community Hospital,Short Term Acute Care Hospital,800 Oak St,Farmville,VA,37.30216550000006,-78.40399379999997
3937,51153.0,Virginia,Sentara Northern Virginia Medical Center (FKA Potomac Hospital),Short Term Acute Care Hospital,2300 Opitz Blvd,Woodbridge,VA,38.63699980000007,-77.28643539999996
3938,51155.0,Virginia,LewisGale Hospital Pulaski,Short Term Acute Care Hospital,2400 Lee Hwy N,Pulaski,VA,37.06832630000002,-80.75713269999994
3939,51161.0,Virginia,Catawba Hospital,Psychiatric Hospital,5525 Catawba Hospital Dr,Catawba,VA,37.39138350000008,-80.11102729999999
3940,51167.0,Virginia,Russell County Hospital (FKA Russell County Medical Center),Short Term Acute Care Hospital,58 Carroll St,Lebanon,VA,36.898789400000055,-82.07845369999995
3941,51171.0,Virginia,Shenandoah Memorial Hospital,Critical Access Hospital,759 S Main St,Woodstock,VA,38.87033780000007,-78.51257249999998
3942,51173.0,Virginia,Smyth County Community Hospital,Short Term Acute Care Hospital,245 Medical Park Dr,Marion,VA,36.852817,-81.48735969999996
3943,51173.0,Virginia,Southwestern Virginia Mental Health Institute,Psychiatric Hospital,340 Bagley Cir,Marion,VA,36.83145980000006,-81.51022649999999
3944,51179.0,Virginia,Stafford Hospital,Short Term Acute Care Hospital,101 Hospital Center Blvd,Stafford,VA,38.41510220000004,-77.40741549999996
3945,51185.0,Virginia,Carilion Tazewell Community Hospital,Short Term Acute Care Hospital,388 Ben Bolt Ave,Tazewell,VA,37.12374010000008,-81.48903669999999
3946,51185.0,Virginia,Clinch Valley Medical Center (AKA Clinch Valley Health),Short Term Acute Care Hospital,6801 Gov Gc Peery Hwy,Richlands,VA,37.094585,-81.81996819999995
3947,51187.0,Virginia,Warren Memorial Hospital,Short Term Acute Care Hospital,1000 N Shenandoah Ave,Front Royal,VA,38.930804,-78.19779179999995
3948,51191.0,Virginia,Johnston Memorial Hospital,Short Term Acute Care Hospital,16000 Johnston Memorial Dr,Abingdon,VA,36.722619500000064,-81.91179489999996
3949,51195.0,Virginia,Lonesome Pine Hospital (FKA Wellmont Lonesome Pine Hospital),Short Term Acute Care Hospital,1990 Holton Ave E,Big Stone Gap,VA,36.877183,-82.755664
3950,51197.0,Virginia,Wythe County Community Hospital,Short Term Acute Care Hospital,600 W Ridge Rd,Wytheville,VA,36.95477340000008,-81.09687479999997
3951,51510.0,Virginia,Inova Alexandria Hospital,Short Term Acute Care Hospital,4320 Seminary Rd,Alexandria,VA,38.82245,-77.10499829999998
3952,51019.0,Virginia,Centra Bedford Memorial Hospital,Short Term Acute Care Hospital,1613 Oakwood St,Bedford,VA,37.3523,-79.5162
3953,51540.0,Virginia,University Hospital,Short Term Acute Care Hospital,1215 Lee St,Charlottesville,VA,38.03118490000003,-78.49882249999996
3954,51550.0,Virginia,Chesapeake Regional Medical Center (AKA Chesapeake Regional Healthcare),Short Term Acute Care Hospital,736 Battlefield Blvd N,Chesapeake,VA,36.74613160000007,-76.24611819999996
3955,51590.0,Virginia,Sovah Health - Danville (FKA Danville Regional Medical Center),Short Term Acute Care Hospital,142 S Main St,Danville,VA,36.57767310000003,-79.40550249999995
3956,51595.0,Virginia,Southern Virginia Regional Medical Center,Short Term Acute Care Hospital,727 N Main St,Emporia,VA,36.70172640000004,-77.53775859999996
3957,51620.0,Virginia,Southampton Memorial Hospital,Short Term Acute Care Hospital,100 Fairview Dr,Franklin,VA,36.69176560000005,-76.93734369999999
3958,51630.0,Virginia,Mary Washington Hospital,Short Term Acute Care Hospital,1001 Sam Perry Blvd,Fredericksburg,VA,38.31088530000005,-77.48324589999999
3959,51640.0,Virginia,Twin County Regional Hospital (AKA Twin County Regional Healthcare),Short Term Acute Care Hospital,200 Hospital Dr,Galax,VA,36.670677,-80.92392769999998
3960,51650.0,Virginia,Sentara CarePlex Hospital,Short Term Acute Care Hospital,3000 Coliseum Dr,Hampton,VA,37.05694090000003,-76.39043829999997
3961,51650.0,Virginia,Hampton VA Medical Center,VA Hospital,100 Emancipation Dr,Hampton,VA,37.01643560000008,-76.33336039999995
3962,51165.0,Virginia,Sentara RMH Medical Center (FKA Rockingham Memorial Hospital),Short Term Acute Care Hospital,2010 Health Campus Dr,Harrisonburg,VA,38.40509680000002,-78.855426
3963,51670.0,Virginia,John Randolph Medical Center,Short Term Acute Care Hospital,411 W Randolph Rd,Hopewell,VA,37.30715860000004,-77.291356
3964,51678.0,Virginia,Carilion Stonewall Jackson Hospital,Critical Access Hospital,1 Health Cir,Lexington,VA,37.778614600000026,-79.44111629999998
3965,51683.0,Virginia,Novant Health UVA Health System Prince William Medical Center (FKA Prince William Hospital),Short Term Acute Care Hospital,8700 Sudley Rd,Manassas,VA,38.76719140000006,-77.48722569999995
3966,51700.0,Virginia,Riverside Regional Medical Center,Short Term Acute Care Hospital,500 J Clyde Morris Blvd,Newport News,VA,37.06345960000005,-76.48333829999996
3967,51700.0,Virginia,Bon Secours Mary Immaculate Hospital,Short Term Acute Care Hospital,2 Bernardine Dr,Newport News,VA,37.14494610000003,-76.51061969999995
3968,51710.0,Virginia,Bon Secours DePaul Medical Center,Short Term Acute Care Hospital,150 Kingsley Ln,Norfolk,VA,36.899332,-76.281565
3969,51710.0,Virginia,Sentara Norfolk General Hospital,Short Term Acute Care Hospital,600 Gresham Dr,Norfolk,VA,36.862382800000034,-76.30353919999999
3970,51710.0,Virginia,Sentara Leigh Hospital,Short Term Acute Care Hospital,830 Kempsville Rd,Norfolk,VA,36.85076370000007,-76.19021309999994
3971,51720.0,Virginia,Norton Community Hospital,Short Term Acute Care Hospital,100 15th St NW,Norton,VA,36.931716,-82.64336449999996
3972,51730.0,Virginia,Southside Regional Medical Center (AKA Bon Secours - Southside Medical Center),Short Term Acute Care Hospital,200 Medical Park Blvd,Petersburg,VA,37.18242220000008,-77.35942219999998
3973,51740.0,Virginia,Bon Secours Maryview Medical Center,Short Term Acute Care Hospital,3636 High St,Portsmouth,VA,36.83667450000007,-76.34803309999995
3974,51760.0,Virginia,VCU Medical Center Main Hospital,Short Term Acute Care Hospital,1250 E Marshall St,Richmond,VA,37.540031,-77.42967879999998
3975,51760.0,Virginia,Richmond Community Hospital,Short Term Acute Care Hospital,1500 N 28th St,Richmond,VA,37.54015040000007,-77.40701409999997
3976,51760.0,Virginia,Hunter Holmes McGuire VA Medical Center (AKA Richmond VA Medical Center),VA Hospital,1201 Broad Rock Blvd,Richmond,VA,37.49784550000004,-77.466854
3977,51770.0,Virginia,Carilion Roanoke Memorial Hospital,Short Term Acute Care Hospital,1906 Belleview Ave Se,Roanoke,VA,37.25117670000003,-79.942314
3978,51775.0,Virginia,LewisGale Medical Center,Short Term Acute Care Hospital,1900 Electric Rd,Salem,VA,37.26320340000007,-80.03149439999999
3979,51775.0,Virginia,Salem VA Medical Center,VA Hospital,1970 Roanoke Blvd,Salem,VA,37.27610160000006,-80.02368429999996
3980,51790.0,Virginia,Western State Hospital,Psychiatric Hospital,103 Valley Center Dr,Staunton,VA,38.14286140000007,-79.02715929999994
3981,51800.0,Virginia,Sentara Obici Hospital,Short Term Acute Care Hospital,2800 Godwin Blvd,Suffolk,VA,36.77319220000004,-76.58064
3982,51810.0,Virginia,Sentara Virginia Beach General Hospital,Short Term Acute Care Hospital,1060 First Colonial Rd,Virginia Beach,VA,36.86479230000003,-76.02649429999997
3983,51840.0,Virginia,Winchester Medical Center,Short Term Acute Care Hospital,1840 Amherst St,Winchester,VA,39.19399770000007,-78.19336339999995
3984,53001.0,Washington,Othello Community Hospital,Critical Access Hospital,315 N 14th Ave,Othello,WA,46.83116390000004,-119.15528249999994
3985,53003.0,Washington,Tri-State Memorial Hospital,Critical Access Hospital,1221 Highland Ave,Clarkston,WA,46.402706900000055,-117.05539689999996
3986,53005.0,Washington,Prosser Memorial Health,Critical Access Hospital,723 Memorial St,Prosser,WA,46.208105800000055,-119.76407639999996
3987,53005.0,Washington,Trios Southridge Hospital,Short Term Acute Care Hospital,3810 Plaza Way,Kennewick,WA,46.17758730000003,-119.1924977
3988,53005.0,Washington,Kadlec Regional Medical Center (AKA Kadlec Health System),Short Term Acute Care Hospital,888 Swift Blvd,Richland,WA,46.281243,-119.282482
3989,53007.0,Washington,Central Washington Hospital,Short Term Acute Care Hospital,1201 S Miller St,Wenatchee,WA,47.407706,-120.324288
3990,53007.0,Washington,Wenatchee Valley Hospital,Short Term Acute Care Hospital,820 N Chelan Ave,Wenatchee,WA,47.43363320000003,-120.3226274
3991,53007.0,Washington,Lake Chelan Health (FKA Lake Chelan Community Hospital),Critical Access Hospital,503 E Highland Ave,Chelan,WA,47.84509870000005,-120.01039979999996
3992,53009.0,Washington,Olympic Medical Center,Short Term Acute Care Hospital,939 Caroline St,Port Angeles,WA,48.115482600000064,-123.41448229999996
3993,53011.0,Washington,PeaceHealth Southwest Medical Center,Short Term Acute Care Hospital,400 Ne Mother Joseph Pl,Vancouver,WA,45.62380870000004,-122.58170829999996
3994,53011.0,Washington,Legacy Salmon Creek Medical Center,Short Term Acute Care Hospital,2211 Ne 139th St,Vancouver,WA,45.72071420000003,-122.64797919999997
3995,53015.0,Washington,PeaceHealth St John Medical Center,Short Term Acute Care Hospital,1615 Delaware St,Longview,WA,46.12997010000004,-122.94158439999995
3996,53021.0,Washington,Lourdes Medical Center (FKA Lourdes Health),Critical Access Hospital,520 N 4th Ave,Pasco,WA,46.23497880000008,-119.0958078
3997,53025.0,Washington,Coulee Medical Center (FKA Coulee Community Hospital),Critical Access Hospital,411 Fortuyn Rd,Grand Coulee,WA,47.94203020000003,-119.00812429999996
3998,53025.0,Washington,Samaritan Hospital (AKA Samaritan Healthcare),Short Term Acute Care Hospital,801 E Wheeler Rd,Moses Lake,WA,47.12842660000007,-119.26546789999998
3999,53027.0,Washington,Grays Harbor Community Hospital - West/Main Campus,Short Term Acute Care Hospital,915 Anderson Dr,Aberdeen,WA,46.97925130000005,-123.84712779999995
4000,53027.0,Washington,Summit Pacific Medical Center (FKA Mark Reed Hospital),Critical Access Hospital,600 E Main St,Elma,WA,47.00693510000008,-123.39190779999996
4001,53029.0,Washington,WhidbeyHealth Medical Center,Critical Access Hospital,101 N Main St,Coupeville,WA,48.21356460000004,-122.68453439999996
4002,53031.0,Washington,Jefferson Healthcare Hospital,Critical Access Hospital,834 Sheridan St,Port Townsend,WA,48.106074,-122.789121
4003,53033.0,Washington,St Elizabeth Hospital,Critical Access Hospital,1455 Battersby Ave,Enumclaw,WA,47.20929770000004,-121.98776059999994
4004,53033.0,Washington,Seattle Childrens Hospital,Childrens Hospital,4800 Sand Point Way Ne,Seattle,WA,47.66265090000008,-122.28326519999996
4005,53033.0,Washington,Snoqualmie Valley Hospital,Critical Access Hospital,9801 Frontier Ave Se,Snoqualmie,WA,47.51274660000007,-121.88571649999994
4006,53033.0,Washington,VA Puget Sound Health Care System - Seattle Division,VA Hospital,1660 S Columbian Way,Seattle,WA,47.563062,-122.308231
4007,53033.0,Washington,Harborview Medical Center,Short Term Acute Care Hospital,325 9th Ave,Seattle,WA,47.60396210000005,-122.32410649999996
4008,53033.0,Washington,St Francis Hospital,Short Term Acute Care Hospital,34515 9th Ave S,Federal Way,WA,47.29239510000008,-122.32652029999996
4009,53033.0,Washington,EvergreenHealth Medical Center,Short Term Acute Care Hospital,12040 Ne 128th St,Kirkland,WA,47.71561,-122.17854649999998
4010,53033.0,Washington,Swedish Medical Center - Cherry Hill Campus (FKA Providence Seattle Medical Center),Short Term Acute Care Hospital,500 17th Ave,Seattle,WA,47.60730430000007,-122.31028679999996
4011,53033.0,Washington,Swedish Medical Center - First Hill Campus,Short Term Acute Care Hospital,747 Broadway,Seattle,WA,47.60886640000007,-122.3219079
