EFX_ID|EFX_NAME|EFX_LEGAL_NAME|EFX_ADDRESS|EFX_CITY|EFX_STATE|EFX_STATEC|EFX_ZIPCODE|EFX_ZIP4|EFX_LAT|EFX_LO-|EFX_GEOPREC|EFX_REGION|EFX_CTRYISOCD|EFX_CTRYNUM|EFX_CTRYNAME|EFX_COUNTYNM|EFX_COUNTY|EFX_CMSA|EFX_CMSADESC|EFX_SOHO|EFX_BIZ|EFX_RES|EFX_CMRA|EFX_CONGRESS|EFX_SECADR|EFX_SECCTY|EFX_SECSTAT|EFX_STATEC2|EFX_SECZIP|EFX_SECZIP4|EFX_SECLAT|EFX_SECLO-|EFX_SECGEOPREC|EFX_SECREGION|EFX_SECCTRYISOCD|EFX_SECCTRYNUM|EFX_SECCTRYNAME|EFX_CTRYTELCD|EFX_GENDER|EFX_ETHNICITY|EFX_MBE|EFX_WBE|EFX_VET|EFX_BUSSIZE|EFX_GOV|EFX_FGOV|EFX_NONPROFIT|EFX_EDU|EFX_BUSSTAT|EFX_BUSSTATCD|EFX_WEB|EFX_YREST|EFX_CORPEMPCNT|EFX_LOCEMPCNT|EFX_CORPEMPCD|EFX_LOCEMPCD|EFX_CORPAMOUNT|EFX_CORPAMOUNTCD|EFX_CORPAMOUNTTP|EFX_CORPAMOUNTPREC|EFX_LOCAMOUNT|EFX_LOCAMOUNTCD|EFX_LOCAMOUNTTP|EFX_LOCAMOUNTPREC|EFX_PUBLIC|EFX_STKEXC|EFX_TCKSYM|EFX_PRIMSIC|EFX_SECSIC1|EFX_SECSIC2|EFX_SECSIC3|EFX_SECSIC4|EFX_PRIMSICDESC|EFX_SECSICDESC1|EFX_SECSICDESC2|EFX_SECSICDESC3|EFX_SECSICDESC4|EFX_PRIMNAICSCODE|EFX_SECNAICS1|EFX_SECNAICS2|EFX_SECNAICS3|EFX_SECNAICS4|EFX_PRIMNAICSDESC|EFX_SECNAICSDESC1|EFX_SECNAICSDESC2|EFX_SECNAICSDESC3|EFX_SECNAICSDESC4|EFX_LEGSUBNUMALL|EFX_LEGSUBNAMEALL|EFX_LEGSUBADDRESSALL|EFX_LEGSUBCITYALL|EFX_LEGSUBSTATEALL|EFX_LEGSUBZIPCODEALL|EFX_LEGSUBZIP4ALL|EFX_LEGSUBCOUNTYALL|EFX_LEGSUBCTRYISOCDALL|EFX_LEGSUBCTRYNUMALL|EFX_LEGSUBCTRYNAMEALL|EFX_LEGDOMULTNUMALL|EFX_LEGDOMULTNAMEALL|EFX_LEGDOMULTADDRESSALL|EFX_LEGDOMULTCITYALL|EFX_LEGDOMULTSTATEALL|EFX_LEGDOMULTZIPCODEALL|EFX_LEGDOMULTZIP4ALL|EFX_LEGDOMULTCOUNTYALL|EFX_LEGDOMULTCTRYISOCDALL|EFX_LEGDOMULTCTRYNUMALL|EFX_LEGDOMULTCTRYNAMEALL|EFX_LEGULTNUMALL|EFX_LEGULTNAMEALL|EFX_LEGULTADDRESSALL|EFX_LEGULTCITYALL|EFX_LEGULTSTATEALL|EFX_LEGULTZIPCODEALL|EFX_LEGULTZIP4ALL|EFX_LEGULTCOUNTYALL|EFX_LEGULTCTRYISOCDALL|EFX_LEGULTCTRYNUMALL|EFX_LEGULTCTRYNAMEALL|EFX_LEGULTPARENTIND|EFX_LEGPARENTIND|EFX_LEGLINKEDIND|EFX_AFFLULTNUMALL|EFX_AFFLULTNAMEALL|EFX_AFFLULTADDRESSALL|EFX_AFFLULTCITYALL|EFX_AFFLULTSTATEALL|EFX_AFFLULTZIPCODEALL|EFX_AFFLULTZIP4ALL|EFX_AFFULTCOUNTYALL|EFX_AFFLULTCTRYISOCDALL|EFX_AFFLULTCTRYNUMALL|EFX_AFFLULTCTRYNAMEALL|EFX_AFFLLINKEDIND|EFX_FRANCHISE|EFX_AFFLULTPARENTIND|EFX_AFFLPARENTIND|EFX_FOREIGN|EFX_FAILRATE|EFX_FAILLEVEL|EFX_FAILREASON1|EFX_FAILREASON2|EFX_FAILREASON3|EFX_FAILREASON4|EFX_CREDITSCORE|EFX_CREDITCLASS|EFX_CREDITPERC|EFX_CREDITREASON1|EFX_CREDITREASON2|EFX_CREDITREASON3|EFX_CREDITREASON4|EFX_BANKRUPTCY|EFX_DEAD|EFX_DEADDT|EFX_MRKT_TELEVER|EFX_MRKT_TELESCORE|EFX_MRKT_TOTALSCORE|EFX_MRKT_TOTALIND|EFX_MRKT_VACANT|EFX_MRKT_SEASONAL|EFX_EXTRACT_DATE
2671|BB BKAY||118 XANG RD |AGAWAM|MA|25|1113|1141|41.147811|-71.618813|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||||www.abc.bbbkay.com|1965|9|4|B|A|111|A|Corporate Sales|MDL|202|A|Location Sales|MDL||||5461|||||RETAIL BAKERIES|||||311811|722515||||Retail Bakeries|Snack and Nonalcoholic Beverage Bars||||1671|BBD BKAY|118 XDANG RD|GWM|MA|1113|1141|13|USA|840|United States of America|1671|BBD BKAY|118 XDANG RD|GWM|MA|1113|1141|13|USA|840|United States of America|1671|BBD BKAY|118 XDANG RD|GWM|MA|1113|1141|13|USA|840|United States of America||||1671|BBD BKAY|118 XDANG RD|GWM|MA|1113|1141|13|USA|840|United States of America||||||6|2|C5007||||371|4|17|C0066|H0677|C1401|C3001||||Y|5|5|M|||6/21/2021
2672|AABAUM||158 XANG RD |AGAWAM|MA|25|1113|1677|41.1478|-71.617677|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|F|Ethnicity N/A||Y||S|||||||www.abc.aabaum.com|1978|2|2|A|A|137|A|Corporate Sales|MDL|239|A|Location Sales|MDL||||5499|139|5400|||MISCELLANEOUS FOOD STORES|FIELD CROPS, EXCEPT CASH GRAINS, NEC|FOOD STORES|||446191|445299||||Food (Health) Supplement Stores|All Other Specialty Food Stores||||1671|AABAUM|158 XDANG RD|GWM|MA|1113|1677|13|USA|840|United States of America|1671|AABAUM|158 XDANG RD|GWM|MA|1113|1677|13|USA|840|United States of America|1671|AABAUM|158 XDANG RD|GWM|MA|1113|1677|13|USA|840|United States of America||||1671|AABAUM|158 XDANG RD|GWM|MA|1113|1677|13|USA|840|United States of America||||||1|1|||||441|3|34|C0066|C1401|C0392|C1209||||Y|5|5|M|||6/21/2021
2673|NTUAE AAA OAIA NTAIAIE||158 XANG RD |AGAWAM|MA|25|1113|1677|41.1478|-71.617677|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|F|Ethnicity N/A||Y||S|||||||www.abc.ntuaeaaaoaiantaiaie.com|2011|3|3|A|A|155|A|Corporate Sales|MDL|155|A|Location Sales|MDL||||8011|5499|5947|||OFFICES AND CLINICS OF DOCTORS OF MEDICINE|MISCELLANEOUS FOOD STORES|GIFT, NOVELTY, AND SOUVENIR SHOPS|||621111|446191||||Offices of Physicians (except Mental Health Specialists)|Food (Health) Supplement Stores||||1673|NTUAE ADAA DOAIA NTAIAIED|158 XDANG RD|GWM|MA|1113|1677|13|USA|840|United States of America|1673|NTUAE ADAA DOAIA NTAIAIED|158 XDANG RD|GWM|MA|1113|1677|13|USA|840|United States of America|1673|NTUAE ADAA DOAIA NTAIAIED|158 XDANG RD|GWM|MA|1113|1677|13|USA|840|United States of America||||1673|NTUAE ADAA DOAIA NTAIAIED|158 XDANG RD|GWM|MA|1113|1677|13|USA|840|United States of America||||||||||||470|3|43||||||||Y|5|5|M|||6/21/2021
2674|TIA MTA E|TIA MTA E LLC|651 MMAE A |AGAWAM|MA|25|1111|5153|41.175571|-71.576671|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||||www.abc.tiamtae.com|1938|42|42|D|D|811|B|Corporate Sales|MDL|800|B|Location Sales|MDL||||5511|5063||||MOTOR VEHICLE DEALERS (NEW AND USED)|ELECTRICAL APPARATUS AND EQUIPMENT WIRING SUPPLIES, AND CONSTRUCTION MATERIALS||||441110|423610||||New Car Dealers|Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers||||1674|TIA MTA DED|651 MMAE DA|GWM|MA|1111|5153|13|USA|840|United States of America|1674|TIA MTA DED|651 MMAE DA|GWM|MA|1111|5153|13|USA|840|United States of America|1674|TIA MTA DED|651 MMAE DA|GWM|MA|1111|5153|13|USA|840|United States of America||||1674|TIA MTA DED|651 MMAE DA|GWM|MA|1111|5153|13|USA|840|United States of America||||||6|2|C0022|C0207|||387|4|22|G4000|C0066|C3007|C0392||||Y|5|5|M|Y||6/21/2021
2676|XIAT UT ELLC|XIAT UT E LLC|454 AOAII RD |AGAWAM|MA|25|1113|1116|41.176811|-71.6113|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|M|Ethnicity N/A||||S|||||Corporation|4|www.abc.xiatutell.com|1987|3|1|A|A|417|A|Corporate Sales|MDL|419|A|Location Sales|MDL||||5521|5511|5500|||MOTOR VEHICLE DEALERS (USED ONLY)|MOTOR VEHICLE DEALERS (NEW AND USED)|AUTOMOTIVE DEALERS AND SERVICE STATIONS|||441120|441110||||Used Car Dealers|New Car Dealers||||1676|XIAT UT DED LLD|454 DADOAII RD|GWM|MA|1113|1116|13|USA|840|United States of America|1676|XIAT UT DED LLD|454 DADOAII RD|GWM|MA|1113|1116|13|USA|840|United States of America|1676|XIAT UT DED LLD|454 DADOAII RD|GWM|MA|1113|1116|13|USA|840|United States of America||||1676|XIAT UT DED LLD|454 DADOAII RD|GWM|MA|1113|1116|13|USA|840|United States of America||||||1|1|||||449|3|36||||||||Y|5|5|M|||6/21/2021
2677|UNQU UT|UNQU UT, LLC|41 IAIST |AGAWAM|MA|25|1113|4117|41.176747|-71.571431|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||Corporation|4|www.abc.unquut.com|1996|6|5|B|B|1511|D|Corporate Sales|MDL|2512|D|Location Sales|MDL||||5521|5511||||MOTOR VEHICLE DEALERS (USED ONLY)|MOTOR VEHICLE DEALERS (NEW AND USED)||||441120|441110||||Used Car Dealers|New Car Dealers||||1677|UNQU UT|41 IADIDT RD|GWM|MA|1113|4117|13|USA|840|United States of America|1677|UNQU UT|41 IADIDT RD|GWM|MA|1113|4117|13|USA|840|United States of America|1677|UNQU UT|41 IADIDT RD|GWM|MA|1113|4117|13|USA|840|United States of America||||1677|UNQU UT|41 IADIDT RD|GWM|MA|1113|4117|13|USA|840|United States of America||||||||||||432|3|32|G4000|C0066|C0392|C1209||||Y|5|5|M|||6/21/2021
2678|GUETK FANK K||187 GANBY WAY |AGAWAM|MA|25|1113|3515|41.151148|-71.611313|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA|Y||Y||1||||||||||||0||1|M|Ethnicity N/A||||S|||||||www.abc.guetkfankk.com|2001|1|1|A|A|818|B|Corporate Sales|MDL|818|B|Location Sales|MDL||||7699|||||REPAIR SHOPS AND RELATED SERVICES, NEC|||||811111|||||General Automotive Repair|||||1678|GUETK FANK DK|187 GANBY ET|GWM|MA|1113|3515|13|USA|840|United States of America|1678|GUETK FANK DK|187 GANBY ET|GWM|MA|1113|3515|13|USA|840|United States of America|1678|GUETK FANK DK|187 GANBY ET|GWM|MA|1113|3515|13|USA|840|United States of America||||1678|GUETK FANK DK|187 GANBY ET|GWM|MA|1113|3515|13|USA|840|United States of America||||||||||||470|3|43|||||||| |1|1|A|||6/21/2021
2683|FANTEN MTETLLC|FANTEN MTET, LLC|757 MW RD |AGAWAM|MA|25|1113|4811|41.165751|-71.613711|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||Corporation|4|www.abc.fantenmtetll.com|1995|3|2|A|A|471|A|Corporate Sales|MDL|471|A|Location Sales|MDL||||5531|5511|5521|||AUTO AND HOME SUPPLY STORES|MOTOR VEHICLE DEALERS (NEW AND USED)|MOTOR VEHICLE DEALERS (USED ONLY)|||441310|441110|441120|||Automotive Parts and Accessories Stores|New Car Dealers|Used Car Dealers|||1683|FANTEN MTET LLD|757 MDW RD|GWM|MA|1113|4811|13|USA|840|United States of America|1683|FANTEN MTET LLD|757 MDW RD|GWM|MA|1113|4811|13|USA|840|United States of America|1683|FANTEN MTET LLD|757 MDW RD|GWM|MA|1113|4811|13|USA|840|United States of America||||1683|FANTEN MTET LLD|757 MDW RD|GWM|MA|1113|4811|13|USA|840|United States of America||||||||||||449|3|36||||||||Y|5|5|M|||6/21/2021
2685|NY UT|NY UT WAE, LLC|761 MW RD |AGAWAM|MA|25|1113|4816|41.161111|-71.613541|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||Corporation|4|www.abc.nyut.com|1984|41|1|D|A|4175|D|Corporate Sales|MDL|4275|D|Location Sales|MDL||||5511|7539||||MOTOR VEHICLE DEALERS (NEW AND USED)|AUTOMOTIVE REPAIR SHOPS, NEC||||441110|441120|811118|||New Car Dealers|Used Car Dealers|Other Automotive Mechanical and Electrical Repair and Maintenance|||1685|DNDYD UT|761 MDW RD|GWM|MA|1113|4816|13|USA|840|United States of America|1685|DNDYD UT|761 MDW RD|GWM|MA|1113|4816|13|USA|840|United States of America|1685|DNDYD UT|761 MDW RD|GWM|MA|1113|4816|13|USA|840|United States of America||||1685|DNDYD UT|761 MDW RD|GWM|MA|1113|4816|13|USA|840|United States of America||||||7|2|C5007||||433|3|33||||||||Y|5|5|M|||6/21/2021
2686|EFEMM TAUK AND QUI ELLC|EFEMM NTAIA, INC|347 MKNRDAY V |AGAWAM|MA|25|1113|1875|41.171111|-71.611648|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|M|Ethnicity N/A||||S|||||Limited Liability Company (LLC)|6|www.abc.efemmtaukquiell.com|1967|7|4|B|A|1675|C|Corporate Sales|MDL|1675|C|Location Sales|MDL||||5511|5012|7389|5531|5521|MOTOR VEHICLE DEALERS (NEW AND USED)|AUTOMOBILES AND OTHER MOTOR VEHICLES|BUSINESS SERVICES, NEC|AUTO AND HOME SUPPLY STORES|MOTOR VEHICLE DEALERS (USED ONLY)|441110|425120|561499|441310|441120|New Car Dealers|Wholesale Trade Agents and Brokers|All Other Business Support Services|Automotive Parts and Accessories Stores|Used Car Dealers|1686|EFEMM TAUDKD AND QUI DED LLD|347 MDKNDTAY V|GWM|MA|1113|1875|13|USA|840|United States of America|1686|EFEMM TAUDKD AND QUI DED LLD|347 MDKNDTAY V|GWM|MA|1113|1875|13|USA|840|United States of America|1686|EFEMM TAUDKD AND QUI DED LLD|347 MDKNDTAY V|GWM|MA|1113|1875|13|USA|840|United States of America||||1686|EFEMM TAUDKD AND QUI DED LLD|347 MDKNDTAY V|GWM|MA|1113|1875|13|USA|840|United States of America||||||||||||449|3|36||||||||Y|5|5|M|||6/21/2021
2687|BKN UT XANGLLC|BKN LLC.|118 EAAN RD |AGAWAM|MA|25|1113|1731|41.163871|-71.61611|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||Corporation|4|www.abc.bknutxangll.com|1989|4|2|A|A|1675|C|Corporate Sales|MDL|1675|C|Location Sales|MDL||||5521|5511|5500|||MOTOR VEHICLE DEALERS (USED ONLY)|MOTOR VEHICLE DEALERS (NEW AND USED)|AUTOMOTIVE DEALERS AND SERVICE STATIONS|||441120|441110||||Used Car Dealers|New Car Dealers||||1687|BDKND UT XDANG LLD|118 EAAN RD|GWM|MA|1113|1731|13|USA|840|United States of America|1687|BDKND UT XDANG LLD|118 EAAN RD|GWM|MA|1113|1731|13|USA|840|United States of America|1687|BDKND UT XDANG LLD|118 EAAN RD|GWM|MA|1113|1731|13|USA|840|United States of America||||1687|BDKND UT XDANG LLD|118 EAAN RD|GWM|MA|1113|1731|13|USA|840|United States of America||||||5|2|||||433|3|33||||||||Y|5|5|M|||6/21/2021
2689|EUWN E AND TA|JIA J EUWN, LLC|1184 AOAII RD |AGAWAM|MA|25|1113|1737|41.171877|-71.611137|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||Corporation|4|www.abc.euwneta.com|1948|3|3|A|A|577|B|Corporate Sales|MDL|579|B|Location Sales|MDL||||5531|5541|5983|5172||AUTO AND HOME SUPPLY STORES|GASOLINE SERVICE STATIONS|FUEL OIL DEALERS|PETROLEUM AND PETROLEUM PRODUCTS WHOLESALERS, EXCEPT BULK STATIONS AND TERMINALS||441320|441310|447190|424720|211120|Tire Dealers|Automotive Parts and Accessories Stores|Other Gasoline Stations|Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)|Crude Petroleum Extraction|1687|EUDWND E AND TA|1184 DADOAII RD|GWM|MA|1113|1737|13|USA|840|United States of America|1687|EUDWND E AND TA|1184 DADOAII RD|GWM|MA|1113|1737|13|USA|840|United States of America|1687|EUDWND E AND TA|1184 DADOAII RD|GWM|MA|1113|1737|13|USA|840|United States of America||||1687|EUDWND E AND TA|1184 DADOAII RD|GWM|MA|1113|1737|13|USA|840|United States of America||||||5|2|C5007||||514|2|80|C0066|C1209|C1324|||||Y|5|5|M|||6/21/2021
2690|AAMBAT NTAIAIE TTN||561 AOAII RD |AGAWAM|MA|25|1113|1146|41.181157|-71.614754|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA|||||1||||||||||||0||1|M|Ethnicity N/A||||S|||||||www.abc.aambatntaiaiettn.com|1984|4|2|A|A|164|A|Corporate Sales|MDL|264|A|Location Sales|MDL||||7538|||||GENERAL AUTOMOTIVE REPAIR SHOPS|||||811111|||||General Automotive Repair|||||1671|ADAMBATD NTAIAIE DTTN|561 DADOAII RD|GWM|MA|1113|1146|13|USA|840|United States of America|1671|ADAMBATD NTAIAIE DTTN|561 DADOAII RD|GWM|MA|1113|1146|13|USA|840|United States of America|1671|ADAMBATD NTAIAIE DTTN|561 DADOAII RD|GWM|MA|1113|1146|13|USA|840|United States of America||||1671|ADAMBATD NTAIAIE DTTN|561 DADOAII RD|GWM|MA|1113|1146|13|USA|840|United States of America||||||||||||458|3|39|G4000|C0066|C1209|C1206|||| |1|1|A|||6/21/2021
2691|GEEGAET E FAN NTAIAIELLC|GEEGAET E CORPAN NTAIAIE, LLC|561 ST |AGAWAM|MA|25|1111|4148|41.176338|-71.565313|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||Corporation|4|www.abc.geegaetefanntaiaiell.com|2017|2|1|A|A|117|A|Corporate Sales|MDL|209|A|Location Sales|MDL||||5541|7539|7514|7538|5261|GASOLINE SERVICE STATIONS|AUTOMOTIVE REPAIR SHOPS, NEC|PASSENGER CAR RENTAL|GENERAL AUTOMOTIVE REPAIR SHOPS|RETAIL NURSERIES, LAWN AND GARDEN SUPPLY STORES|447190|447100|811191|811111||Other Gasoline Stations|Gasoline Stations|Automotive Oil Change and Lubrication Shops|General Automotive Repair||1671|GEEGAET ED FDAN NTAIAIE LLD|561 RD RD|GWM|MA|1111|4148|13|USA|840|United States of America|1671|GEEGAET ED FDAN NTAIAIE LLD|561 RD RD|GWM|MA|1111|4148|13|USA|840|United States of America|1671|GEEGAET ED FDAN NTAIAIE LLD|561 RD RD|GWM|MA|1111|4148|13|USA|840|United States of America||||1671|GEEGAET ED FDAN NTAIAIE LLD|561 RD RD|GWM|MA|1111|4148|13|USA|840|United States of America||||||4|1|C0210||||504|2|72|C0066|C1209|C1206|C1324||||Y|5|5|M|||6/21/2021
2692|MYET NTAIAIE TTN||176 GANBY WAY |AGAWAM|MA|25|1113|3516|41.151671|-71.61115|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|M|Ethnicity N/A||||S|||||||www.abc.myetntaiaiettn.com|1984|9|1|B|A|431|A|Corporate Sales|MDL|430|A|Location Sales|MDL||||5541|||||GASOLINE SERVICE STATIONS|||||447190|447110||||Other Gasoline Stations|Gasoline Stations with Convenience Stores||||1671|MYET NTAIAIE DTTN|176 GANBY ET|GWM|MA|1113|3516|13|USA|840|United States of America|1671|MYET NTAIAIE DTTN|176 GANBY ET|GWM|MA|1113|3516|13|USA|840|United States of America|1671|MYET NTAIAIE DTTN|176 GANBY ET|GWM|MA|1113|3516|13|USA|840|United States of America||||1671|MYET NTAIAIE DTTN|176 GANBY ET|GWM|MA|1113|3516|13|USA|840|United States of America||||||||||||449|3|36|||||||| |1|1|A|||6/21/2021
2693|AOAII EF NTAIAIE||117 OAINRDA RD |AGAWAM|MA|25|1113|1651|41.141761|-71.611641|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||||www.abc.aoaiiefntaiaie.com|1989|4|4|A|A|751|B|Corporate Sales|MDL|750|B|Location Sales|MDL||||5541|||||GASOLINE SERVICE STATIONS|||||447110|||||Gasoline Stations with Convenience Stores|||||1673|DADOAII DEF NTAIAIE|117 DOAINTA RD|GWM|MA|1113|1651|13|USA|840|United States of America|1673|DADOAII DEF NTAIAIE|117 DOAINTA RD|GWM|MA|1113|1651|13|USA|840|United States of America|1673|DADOAII DEF NTAIAIE|117 DOAINTA RD|GWM|MA|1113|1651|13|USA|840|United States of America||||1673|DADOAII DEF NTAIAIE|117 DOWNAINTA RD|GWM|MA|1113|1651|13|USA|840|United States of America||||||3|1|||||504|2|72|C0066|C1209|C1206|C1324|||| |1|1|A|Y||6/21/2021
2694|NW NGEN YE UIIEY||131 XANG RD |AGAWAM|MA|25|1113|1143|41.146711|-71.611318|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||||www.abc.nwngenyeuiiey.com|1997|4|2|A|A|1138|C|Corporate Sales|MDL|1238|C|Location Sales|MDL||||5571|||||MOTORCYCLE DEALERS|||||441228|||||Motorcycle, ATV, and All Other Motor Vehicle Dealers|||||1674|NW NGEND DYDE DUIIEY|131 XDANG RD|GWM|MA|1113|1143|13|USA|840|United States of America|1674|NW NGEND DYDE DUIIEY|131 XDANG RD|GWM|MA|1113|1143|13|USA|840|United States of America|1674|NW NGEND DYDE DUIIEY|131 XDANG RD|GWM|MA|1113|1143|13|USA|840|United States of America||||1674|NW NGEND DYDE DUIIEY|131 XDANG RD|GWM|MA|1113|1143|13|USA|840|United States of America||||||||||||433|3|33||||||||Y|5|5|M|||6/21/2021
2698|WAE BT TEA||171 FANST |AGAWAM|MA|25|1113|1616|41.148718|-71.615537|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|F|Ethnicity N/A||Y||S|||||||www.abc.waebttea.com|1992|2|1|A|A|116|A|Corporate Sales|MDL|226|A|Location Sales|MDL||||5699|5600||||MISCELLANEOUS APPAREL AND ACCESSORY STORES|APPAREL AND ACCESSORY STORES||||448190|315240||||Other Clothing Stores|Womens, Girls, and Infants Cut and Sew Apparel Manufacturing||||1678|WAEDD BDT TEA|171 FANT RD|GWM|MA|1113|1616|13|USA|840|United States of America|1678|WAEDD BDT TEA|171 FANT RD|GWM|MA|1113|1616|13|USA|840|United States of America|1678|WAEDD BDT TEA|171 FANT RD|GWM|MA|1113|1616|13|USA|840|United States of America||||1678|WAEDD BDT TEA|171 FANT RD|GWM|MA|1113|1616|13|USA|840|United States of America||||||||||||449|3|36||||||||Y|5|5|M|||6/21/2021
2699|M AND  AATN||486 FANST |AGAWAM|MA|25|1113|3117|41.147741|-71.578633|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA|||Y||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||||www.abc.maatn.com|2001|2|2|A|A|116|A|Corporate Sales|MDL|226|A|Location Sales|MDL||||7389|7699|7219|5699||BUSINESS SERVICES, NEC|REPAIR SHOPS AND RELATED SERVICES, NEC|LAUNDRY AND GARMENT SERVICES, NEC|MISCELLANEOUS APPAREL AND ACCESSORY STORES||314999|315240|811490|448190||All Other Miscellaneous Textile Product Mills|Womens, Girls, and Infants Cut and Sew Apparel Manufacturing|Other Personal and Household Goods Repair and Maintenance|Other Clothing Stores||1677|M AND D DAATND|486 FANT RD|GWM|MA|1113|3117|13|USA|840|United States of America|1677|M AND D DAATND|486 FANT RD|GWM|MA|1113|3117|13|USA|840|United States of America|1677|M AND D DAATND|486 FANT RD|GWM|MA|1113|3117|13|USA|840|United States of America||||1677|M AND D DAATND|486 FANT RD|GWM|MA|1113|3117|13|USA|840|United States of America||||||||||||470|3|43||||||||Y|5|5|M|||6/21/2021
2700|NTETTT UTM KTAN N BTALLC|NTETTT UTM KTAN AND BTA, LLC|558 AOAII RD |AGAWAM|MA|25|1113|1147|41.181767|-71.614778|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||Corporation|4|www.abc.ntetttutmktannbtall.com|2001|8|3|B|A|1411|C|Corporate Sales|MDL|1402|C|Location Sales|MDL||||5712|1799|1521|||FURNITURE STORES|SPECIAL TRADE CONTRACTORS, NEC|GENERAL CONTRACTORS-SINGLE-FAMILY HOUSES|||337110|236000|238390|236118||Wood Kitchen Cabinet and Countertop Manufacturing|Construction of Buildings|Other Building Finishing Contractors|Residential Remodelers||1711|NTETTT DUDTM KTDAN ND BTA LLD|558 DADOAII RD|GWM|MA|1113|1147|13|USA|840|United States of America|1711|NTETTT DUDTM KTDAN ND BTA LLD|558 DADOAII RD|GWM|MA|1113|1147|13|USA|840|United States of America|1711|NTETTT DUDTM KTDAN ND BTA LLD|558 DADOAII RD|GWM|MA|1113|1147|13|USA|840|United States of America||||1711|NTETTT DUDTM KTDAN ND BTA LLD|558 DADOAII RD|GWM|MA|1113|1147|13|USA|840|United States of America||||||1|1|||||488|3|55|C0066|C0392|C1209|C1324||||Y|5|5|M|||6/21/2021
2704|AOAII FEA OAIVANG||17 E AOAII RD |AGAWAM|MA|25|1113|1716|41.151311|-71.618774|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA|Y||Y||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||||www.abc.aoaiifeaoaivang.com|1972|7|5|B|B|186|A|Corporate Sales|MDL|186|A|Location Sales|MDL||||5713|||||FLOOR COVERING STORES|||||442210|||||Floor Covering Stores|||||1714|DADOAII FEA DOAIVANG|17 ED DADOAII RD|GWM|MA|1113|1716|13|USA|840|United States of America|1714|DADOAII FEA DOAIVANG|17 ED DADOAII RD|GWM|MA|1113|1716|13|USA|840|United States of America|1714|DADOAII FEA DOAIVANG|17 ED DADOAII RD|GWM|MA|1113|1716|13|USA|840|United States of America||||1714|DADOAII FEA DOAIVANG|17 ED DADOAII RD|GWM|MA|1113|1716|13|USA|840|United States of America||||||||||||449|3|36|||||||| |1|1|A|||6/21/2021
